title,release_date,release_year,release_month,release_quarter,release_era,genre,creative_type,content_rating,source_type,distributor,distributor_grouped,production_budget,domestic_revenue,worldwide_revenue,return_multiple,profitable,international_share,critic_score,audience_score,critic_audience_gap,audience_volume,log_budget,log_worldwide_revenue,log_audience_volume
The Brothers Solomon,2007-09-07,2007,9,Q3,2005+,Comedy,Contemporary Fiction,R,Original Screenplay,Sony/Screen Gems,Other,10000000.0,900926.0,900926.0,0.0900926,0,0.0,15.0,52.0,-37.0,6044.0,16.11809565095832,13.71117840225195,8.70682132339263
Ira and Abby,2007-09-14,2007,9,Q3,2005+,Comedy,Contemporary Fiction,R,Original Screenplay,Magnolia Pictures,Other,3500000.0,221096.0,221096.0,0.06317028571428572,0,0.0,,63.0,,855.0,15.068273526459642,12.306352275320512,6.75110146893676
Across the Universe,2007-09-14,2007,9,Q3,2005+,Musical,Historical Fiction,PG-13,Original Screenplay,Sony Pictures,Sony Pictures,45000000.0,24343673.0,29367143.0,0.6526031777777778,0,0.17105749783014304,53.0,75.0,-22.0,45611.0,17.622173047734595,17.195387022311067,10.727904194481841
D-War,2007-09-14,2007,9,Q3,2005+,Action,Fantasy,PG-13,Traditional/Legend/Fairytale,Freestyle Releasing,Other,32000000.0,10977721.0,79915361.0,2.49735503125,1,0.8626331550951762,,38.0,,14081.0,17.281246460764002,18.19647864507432,9.552581649917311
In the Valley of Elah,2007-09-14,2007,9,Q3,2005+,Drama,Dramatization,R,Based on Real Life Events,Warner Bros.,Warner Bros.,23000000.0,6777741.0,24489150.0,1.0647456521739131,1,0.7232349428216169,73.0,74.0,-1.0,27529.0,16.951004773893423,17.013740720281913,10.222995273466749
Sydney White,2007-09-21,2007,9,Q3,2005+,Comedy,Contemporary Fiction,PG-13,Traditional/Legend/Fairytale,Universal,Universal,16500000.0,11892415.0,12778631.0,0.7744624848484849,0,0.06935140391799403,37.0,62.0,-25.0,9309.0,16.61887093887081,16.36328488067507,9.13873695311649
Into the Wild,2007-09-21,2007,9,Q3,2005+,Drama,Contemporary Fiction,R,Based on Book/Short Story,Paramount Vantage,Other,20000000.0,18354356.0,53813837.0,2.69069185,1,0.6589286878019867,82.0,82.0,0.0,99464.0,16.811242831518264,17.801041185372036,11.507551048632774
The Assassination of Jesse James by the Coward Robert Ford,2007-09-21,2007,9,Q3,2005+,Western,Dramatization,R,Based on Book/Short Story,Warner Bros.,Warner Bros.,30000000.0,3909149.0,15001776.0,0.5000592,0,0.7394209192298299,75.0,77.0,-2.0,57465.0,17.216707939626428,16.523679152057756,10.95893134580286
Good Luck Chuck,2007-09-21,2007,9,Q3,2005+,Romantic Comedy,Contemporary Fiction,R,Original Screenplay,Lionsgate,Lionsgate,25000000.0,35017297.0,59183821.0,2.36735284,1,0.4083299048907302,5.0,56.0,-51.0,29013.0,17.034386382832476,17.896158768583728,10.275499284385074
Resident Evil: Extinction,2007-09-21,2007,9,Q3,2005+,Action,Science Fiction,R,Based on Game,Sony/Screen Gems,Other,45000000.0,50648679.0,146162920.0,3.248064888888889,1,0.6534779203918477,22.0,62.0,-40.0,49502.0,17.622173047734595,18.80023244794065,10.809768351780965
The Game Plan,2007-09-22,2007,9,Q3,2005+,Comedy,Contemporary Fiction,PG,Original Screenplay,Walt Disney Pictures,Walt Disney Pictures,22000000.0,90648202.0,147914546.0,6.7233884545454545,1,0.38715829881937375,27.0,63.0,-36.0,14984.0,16.90655301132259,18.812145273081608,9.614738244123924
Se jie,2007-09-28,2007,9,Q3,2005+,Drama,Historical Fiction,Not Rated,Based on Book/Short Story,Focus Features,Focus Features,15000000.0,4604982.0,65696051.0,4.379736733333333,1,0.9299047365875919,,76.0,,15440.0,16.523560759066484,18.000549375103468,9.644716823578767
The Kingdom,2007-09-28,2007,9,Q3,2005+,Action,Contemporary Fiction,R,Original Screenplay,Universal,Universal,72500000.0,47467250.0,86509602.0,1.1932358896551725,1,0.4513065728819328,51.0,71.0,-20.0,47200.0,18.099097119824904,18.275765971521768,10.762149171573647
Lake of Fire,2007-10-03,2007,10,Q4,2005+,Documentary,Factual,Not Rated,Based on Real Life Events,ThinkFilm,Other,6000000.0,25317.0,25317.0,0.0042195,0,0.0,,84.0,,1027.0,15.60727002719233,10.139231385826076,6.934397209928558
The Good Night,2007-10-05,2007,10,Q4,2005+,Romantic Comedy,Contemporary Fiction,R,Original Screenplay,Sony Pictures,Sony Pictures,15000000.0,22441.0,22441.0,0.0014960666666666666,0,0.0,29.0,60.0,-31.0,4332.0,16.523560759066484,10.018644921923576,8.37378460812088
Michael Clayton,2007-10-05,2007,10,Q4,2005+,Drama,Contemporary Fiction,R,Original Screenplay,Warner Bros.,Warner Bros.,21500000.0,49033882.0,92987651.0,4.3250070232558135,1,0.4726839373542192,90.0,75.0,15.0,59493.0,16.883563493097892,18.347977257354593,10.99361393755394
Finishing the Game,2007-10-05,2007,10,Q4,2005+,Comedy,Contemporary Fiction,Not Rated,Original Screenplay,IFC First Take,Other,500000.0,52850.0,52850.0,0.1057,0,0.0,35.0,,,,13.122363377404328,10.875212991298383,
Control,2007-10-10,2007,10,Q4,2005+,Drama,Dramatization,R,Based on Book/Short Story,Weinstein Co.,Weinstein Co.,6400000.0,871577.0,5645350.0,0.8820859375,0,0.8456115209862984,87.0,78.0,9.0,19466.0,15.671808548329901,15.546342755415349,9.876424632986438
Lars and the Real Girl,2007-10-12,2007,10,Q4,2005+,Comedy,Contemporary Fiction,PG-13,Original Screenplay,MGM,MGM,12500000.0,5956480.0,10553442.0,0.84427536,0,0.43558888180747096,81.0,75.0,6.0,32423.0,16.34123920227253,16.171962620600628,10.386623326480455
We Own the Night,2007-10-12,2007,10,Q4,2005+,Drama,Contemporary Fiction,R,Original Screenplay,Sony Pictures,Sony Pictures,28000000.0,28563179.0,54700285.0,1.9535816071428571,1,0.47782394552423263,56.0,70.0,-14.0,38163.0,17.14771506813948,17.817379477616296,10.549621738824321
Arnolds Park,2007-10-19,2007,10,Q4,2005+,Thriller/Suspense,Contemporary Fiction,PG-13,Original Screenplay,The Movie Partners,Other,600000.0,23616.0,23616.0,0.03936,0,0.0,,51.0,,77.0,13.304684934198283,10.0696797274002,4.343805421853684
Rendition,2007-10-19,2007,10,Q4,2005+,Thriller/Suspense,Contemporary Fiction,R,Original Screenplay,New Line,New Line,27500000.0,9736045.0,20437142.0,0.7431688,0,0.5236102484388473,46.0,69.0,-23.0,23223.0,17.1296965626368,16.832864489648752,10.052898445872824
"Gone, Baby, Gone",2007-10-19,2007,10,Q4,2005+,Drama,Contemporary Fiction,R,Based on Book/Short Story,Miramax,Miramax,19000000.0,20300218.0,34619699.0,1.8220894210526315,1,0.4136223425859364,,,,,16.759949537130716,17.359933413278238,
30 Days of Night,2007-10-19,2007,10,Q4,2005+,Horror,Fantasy,R,Based on Comic/Graphic Novel,Sony Pictures,Sony Pictures,30000000.0,39568996.0,75066323.0,2.502210766666667,1,0.47287952281877454,49.0,66.0,-17.0,52518.0,17.216707939626428,18.133882587398467,10.868911246960494
Saw IV,2007-10-26,2007,10,Q4,2005+,Horror,Contemporary Fiction,R,Original Screenplay,Lionsgate,Lionsgate,10000000.0,63300095.0,134528909.0,13.4528909,1,0.5294684579654176,17.0,60.0,-43.0,44730.0,16.11809565095832,18.717289670713537,10.708399696426893
Bella,2007-10-26,2007,10,Q4,2005+,Drama,Contemporary Fiction,PG-13,Original Screenplay,Roadside Attractions,Other,3300000.0,8093373.0,9220041.0,2.793951818181818,1,0.1221977212465758,,73.0,,6562.0,15.009433026436708,16.036890042377554,8.789050713521046
The Martian Child,2007-11-02,2007,11,Q4,2005+,Drama,Contemporary Fiction,PG,Based on Book/Short Story,New Line,New Line,27000000.0,7500310.0,9076823.0,0.33617862962962963,0,0.17368555055001073,,,,,17.111347423968603,16.021234799483892,
American Gangster,2007-11-02,2007,11,Q4,2005+,Drama,Dramatization,R,Based on Real Life Events,Universal,Universal,100000000.0,130164645.0,265697825.0,2.65697825,1,0.510102707841135,79.0,79.0,0.0,114060.0,18.420680743952367,19.397870224772564,11.64447990471053
Bee Movie,2007-11-02,2007,11,Q4,2005+,Comedy,Kids Fiction,PG,Original Screenplay,Paramount Pictures,Paramount Pictures,150000000.0,126631277.0,287594577.0,1.91729718,1,0.5596882308389285,51.0,63.0,-12.0,30575.0,18.82614585206053,19.47706232758332,10.327937960555372
Lions for Lambs,2007-11-09,2007,11,Q4,2005+,Drama,Contemporary Fiction,R,Original Screenplay,United Artists,Other,35000000.0,14998070.0,63211088.0,1.8060310857142856,1,0.7627303931234343,27.0,62.0,-35.0,22264.0,17.37085861945369,17.96199028676673,10.010726303205727
No Country for Old Men,2007-11-09,2007,11,Q4,2005+,Action,Historical Fiction,R,Based on Book/Short Story,Miramax,Miramax,25000000.0,74273505.0,162103209.0,6.48412836,1,0.5418134813111565,95.0,83.0,12.0,197898.0,17.034386382832476,18.90374378293192,12.19550702542539
Southland Tales,2007-11-14,2007,11,Q4,2005+,Musical,Contemporary Fiction,R,Original Screenplay,Samuel Goldwyn Films,Other,17000000.0,275380.0,364607.0,0.021447470588235294,0,0.24472102839495677,,56.0,,20172.0,16.64872390202049,12.806575340164725,9.912050783196616
Beowulf,2007-11-16,2007,11,Q4,2005+,Adventure,Fantasy,PG-13,Based on Book/Short Story,Paramount Pictures,Paramount Pictures,150000000.0,82195215.0,194995215.0,1.2999681,1,0.5784757333660726,70.0,66.0,4.0,62513.0,18.82614585206053,19.08848557776541,11.043129814095492
Love in the Time of Cholera,2007-11-16,2007,11,Q4,2005+,Drama,Historical Fiction,R,Based on Book/Short Story,New Line,New Line,45000000.0,4617608.0,31077418.0,0.6906092888888888,0,0.8514159702714041,27.0,62.0,-35.0,8580.0,17.622173047734595,17.25199200407965,9.057189192482008
Redacted,2007-11-16,2007,11,Q4,2005+,Drama,Dramatization,R,Based on Real Life Events,Magnolia Pictures,Other,5000000.0,65388.0,65388.0,0.0130776,0,0.0,44.0,61.0,-17.0,5759.0,15.424948470398375,11.088094034371098,8.658519127506672
August Rush,2007-11-17,2007,11,Q4,2005+,Drama,Fantasy,PG,Based on Real Life Events,Warner Bros.,Warner Bros.,25000000.0,31664162.0,65627510.0,2.6251004,1,0.51751693763789,37.0,75.0,-38.0,28650.0,17.034386382832476,17.999505525763688,10.262908722142885
The Mist,2007-11-21,2007,11,Q4,2005+,Horror,Science Fiction,R,Based on Book/Short Story,MGM,MGM,13000000.0,25593755.0,54777490.0,4.213653076923077,1,0.5327687522739724,73.0,74.0,-1.0,76830.0,16.38045991542581,17.818789901107248,11.24935046786168
This Christmas,2007-11-21,2007,11,Q4,2005+,Drama,Contemporary Fiction,PG-13,Original Screenplay,Sony/Screen Gems,Other,13000000.0,49121934.0,49778552.0,3.829119384615385,1,0.01319078144338148,55.0,54.0,1.0,3351.0,16.38045991542581,17.723094766493514,8.11701408773731
Hitman,2007-11-21,2007,11,Q4,2005+,Action,Contemporary Fiction,R,Original Screenplay,20th Century Fox,20th Century Fox,17500000.0,39687694.0,99965792.0,5.712330971428571,1,0.6029872498784384,14.0,68.0,-54.0,520.0,16.67771143889374,18.420338605429656,6.253828811575473
Enchanted,2007-11-21,2007,11,Q4,2005+,Romantic Comedy,Fantasy,PG,Original Screenplay,Walt Disney Pictures,Walt Disney Pictures,85000000.0,127706877.0,340384141.0,4.0045193058823525,1,0.6248154316919248,92.0,75.0,17.0,55697.0,18.258161814454592,19.64558536427148,10.927681564500782
I'm Not There,2007-11-21,2007,11,Q4,2005+,Drama,Dramatization,R,Based on Real Life Events,Weinstein Co.,Weinstein Co.,20000000.0,4017609.0,11498547.0,0.57492735,0,0.6505985495384765,76.0,71.0,5.0,23078.0,16.811242831518264,16.257731237524833,10.046635061754612
Le Scaphandre et le Papillon,2007-11-30,2007,11,Q4,2005+,Drama,Dramatization,PG-13,Based on Book/Short Story,Miramax,Miramax,14000000.0,5990075.0,19689095.0,1.4063639285714287,1,0.6957668699348548,,80.0,,31172.0,16.454567887579532,16.795575487141534,10.347275534963451
Awake,2007-11-30,2007,11,Q4,2005+,Thriller/Suspense,Contemporary Fiction,R,Original Screenplay,Weinstein Co.,Weinstein Co.,8600000.0,14373825.0,30757745.0,3.576481976744186,1,0.5326762413824551,24.0,65.0,-41.0,26076.0,15.967272761223736,17.241652390421596,10.16877063004443
His Dark Materials: The Golden Compass,2007-12-01,2007,12,Q4,2005+,Adventure,Fantasy,PG-13,Based on Book/Short Story,New Line,New Line,205000000.0,70107728.0,372234864.0,1.8157798243902439,1,0.811657276681101,,,,,19.138520537102682,19.735035567855512,
Juno,2007-12-05,2007,12,Q4,2005+,Comedy,Contemporary Fiction,PG-13,Original Screenplay,Fox Searchlight,Fox Searchlight,7000000.0,143495265.0,230327671.0,32.903953,1,0.3769951114558007,93.0,79.0,14.0,149855.0,15.761420707019587,19.255013509548927,11.917423438888187
Timber Falls,2007-12-07,2007,12,Q4,2005+,Horror,Contemporary Fiction,R,Original Screenplay,Slowhand Cinema,Other,2600000.0,0.0,0.0,0.0,0,,38.0,53.0,-15.0,2213.0,14.77102200299171,,7.70210434005105
Atonement,2007-12-07,2007,12,Q4,2005+,Drama,Contemporary Fiction,R,Based on Book/Short Story,Focus Features,Focus Features,30000000.0,50980159.0,129425746.0,4.314191533333333,1,0.6061049630728031,83.0,79.0,4.0,75491.0,17.216707939626428,18.678617884691587,11.231768722833587
Alvin and the Chipmunks,2007-12-14,2007,12,Q4,2005+,Comedy,Kids Fiction,PG,Based on TV,20th Century Fox,20th Century Fox,55000000.0,217326974.0,360578644.0,6.555975345454545,1,0.3972827353580042,27.0,55.0,-28.0,19200.0,17.822843743196746,19.703220643463347,9.862665558015873
I am Legend,2007-12-14,2007,12,Q4,2005+,Horror,Science Fiction,PG-13,Based on Book/Short Story,Warner Bros.,Warner Bros.,150000000.0,256393010.0,585055701.0,3.90037134,1,0.5617630773244956,69.0,71.0,-2.0,153631.0,18.82614585206053,20.18721761604805,11.94230890224887
The Kite Runner,2007-12-14,2007,12,Q4,2005+,Drama,Contemporary Fiction,PG-13,Based on Book/Short Story,Paramount Vantage,Other,20000000.0,15800078.0,73222245.0,3.66111225,1,0.7842175147730037,66.0,78.0,-12.0,26816.0,16.811242831518264,18.109009826207902,10.196754003281809
Goodbye Bafana,2007-12-14,2007,12,Q4,2005+,Drama,Dramatization,Unknown,Based on Book/Short Story,Paramount Vantage,Other,30000000.0,0.0,2717302.0,0.09057673333333334,0,1.0,,70.0,,3631.0,17.216707939626428,14.815150034237448,8.197263371414335
Charlie Wilson's War,2007-12-21,2007,12,Q4,2005+,Drama,Dramatization,R,Based on Book/Short Story,Universal,Universal,75000000.0,66661095.0,118661095.0,1.5821479333333333,1,0.4382228227373091,81.0,73.0,8.0,43168.0,18.132998671500584,18.591782046798713,10.672854759007482
Walk Hard: The Dewey Cox Story,2007-12-21,2007,12,Q4,2005+,Comedy,Historical Fiction,R,Original Screenplay,Sony Pictures,Sony Pictures,35000000.0,18317151.0,20575121.0,0.5878606,0,0.10974273249717462,74.0,67.0,7.0,28032.0,17.37085861945369,16.839593185433564,10.241101993736118
The Great Debaters,2007-12-25,2007,12,Q4,2005+,Drama,Dramatization,PG-13,Based on Real Life Events,Weinstein Co.,Weinstein Co.,15000000.0,30226144.0,30226144.0,2.0150762666666666,1,0.0,79.0,76.0,3.0,14530.0,16.523560759066484,17.224217803211225,9.583970756564328
Arn - Tempelriddaren,2007-12-25,2007,12,Q4,2005+,Action,Historical Fiction,R,Based on Book/Short Story,Unknown,Unknown,16500000.0,0.0,14900000.0,0.9030303030303031,0,1.0,,64.0,,6251.0,16.61887093887081,16.51687177091569,8.740496729931813
Alatriste,2007-12-31,2007,12,Q4,2005+,Adventure,Historical Fiction,Unknown,Based on Book/Short Story,Unknown,Unknown,28000000.0,0.0,22860477.0,0.8164456071428572,0,1.0,,59.0,,4944.0,17.14771506813948,16.944920082254978,8.505929999137527
Steppin: The Movie,2007-12-31,2007,12,Q4,2005+,Comedy,Contemporary Fiction,Unknown,Original Screenplay,Weinstein Co.,Weinstein Co.,1000000.0,0.0,0.0,0.0,0,,,33.0,,108.0,13.815510557964274,,4.68213122712422
Ramanujan,2007-12-31,2007,12,Q4,2005+,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,20000000.0,0.0,0.0,0.0,0,,,,,,16.811242831518264,,
White Noise 2: The Light,2008-01-08,2008,1,Q1,2005+,Horror,Fantasy,PG-13,Original Screenplay,Focus Features,Focus Features,10000000.0,0.0,8243567.0,0.8243567,0,1.0,86.0,59.0,27.0,5647.0,16.11809565095832,15.92494369656604,8.638879709672837
Cloverfield,2008-01-18,2008,1,Q1,2005+,Action,Science Fiction,PG-13,Original Screenplay,Paramount Pictures,Paramount Pictures,25000000.0,80048433.0,170764033.0,6.83056132,1,0.5312336468417796,76.0,74.0,2.0,136068.0,17.034386382832476,18.95579323751845,11.82091003975984
Teeth,2008-01-18,2008,1,Q1,2005+,Comedy,Fantasy,R,Original Screenplay,Roadside Attractions,Other,2000000.0,347578.0,2300349.0,1.1501745,1,0.8489020579051265,,55.0,,18.0,14.508657738524219,14.648571408518595,2.8903717578961645
U2 3D,2008-01-23,2008,1,Q1,2005+,Concert/Performance,Factual,G,Based on Real Life Events,National Geographic Entertainment,Other,15000000.0,10363341.0,22664070.0,1.510938,1,0.542741396404088,,83.0,,2090.0,16.523560759066484,16.93629140908638,7.644919344958857
Meet the Spartans,2008-01-25,2008,1,Q1,2005+,Comedy,Historical Fiction,PG-13,Original Screenplay,20th Century Fox,20th Century Fox,30000000.0,38233676.0,84646831.0,2.8215610333333334,1,0.5483153291350032,2.0,24.0,-22.0,47281.0,17.216707939626428,18.253998229339405,10.763863802448526
Rambo,2008-01-25,2008,1,Q1,2005+,Action,Contemporary Fiction,R,Based on Book/Short Story,Lionsgate,Lionsgate,47500000.0,42754105.0,116754105.0,2.457981157894737,1,0.6338106912814757,,73.0,,82600.0,17.676240269004868,18.575580614494733,11.32176495950907
Untraceable,2008-01-25,2008,1,Q1,2005+,Thriller/Suspense,Contemporary Fiction,R,Original Screenplay,Sony/Screen Gems,Other,35000000.0,28687835.0,52649951.0,1.5042843142857143,1,0.4551213352506254,15.0,61.0,-46.0,21922.0,17.37085861945369,17.77917586586956,9.995245977775669
"4 luni, 3 saptamani si 2 zile",2008-01-25,2008,1,Q1,2005+,Drama,Historical Fiction,Not Rated,Original Screenplay,IFC Films,Other,900000.0,1196321.0,4723542.0,5.24838,1,0.7467322191694283,,,,,13.710150042306449,15.36806949986345,
Hannah Montana/Miley Cyrus: Best of Both Worlds Concert Tour,2008-02-01,2008,2,Q1,2005+,Concert/Performance,Factual,G,Based on Real Life Events,Walt Disney Pictures,Walt Disney Pictures,6500000.0,65281781.0,71281781.0,10.966427846153847,1,0.08417298103143635,71.0,,,,15.687312734865866,18.082151326785503,
The Eye,2008-02-01,2008,2,Q1,2005+,Thriller/Suspense,Fantasy,PG-13,Remake,Lionsgate,Lionsgate,12000000.0,31418697.0,56706727.0,4.725560583333333,1,0.4459440940754701,22.0,53.0,-31.0,17304.0,16.300417207752275,17.853403403635888,9.758692967632895
Sukkar banat,2008-02-01,2008,2,Q1,2005+,Romantic Comedy,Contemporary Fiction,PG,Original Screenplay,Roadside Attractions,Other,1600000.0,1060591.0,14253760.0,8.9086,1,0.9255921946209281,,70.0,,3799.0,14.28551418721001,16.47253128952322,8.242493153187626
Welcome Home Roscoe Jenkins,2008-02-08,2008,2,Q1,2005+,Comedy,Contemporary Fiction,PG-13,Original Screenplay,Universal,Universal,27500000.0,42436517.0,43607627.0,1.585731890909091,1,0.02685562321471884,23.0,45.0,-22.0,5700.0,17.1296965626368,17.590742624213245,8.648221453822641
Fool's Gold,2008-02-08,2008,2,Q1,2005+,Adventure,Contemporary Fiction,PG-13,Original Screenplay,Warner Bros.,Warner Bros.,72500000.0,70231041.0,109362966.0,1.5084547034482758,1,0.35781696886311587,,76.0,,93.0,18.099097119824904,18.510182871445984,4.532599493153256
In Bruges,2008-02-08,2008,2,Q1,2005+,Comedy,Contemporary Fiction,R,Original Screenplay,Focus Features,Focus Features,15000000.0,7800825.0,30782621.0,2.052174733333333,1,0.7465834699390932,80.0,81.0,-1.0,97876.0,16.523560759066484,17.242460835446277,11.491456650354575
The Spiderwick Chronicles,2008-02-14,2008,2,Q1,2005+,Adventure,Fantasy,PG,Based on Book/Short Story,Paramount Pictures,Paramount Pictures,92500000.0,71195053.0,162839667.0,1.7604288324324324,1,0.5627904778262658,79.0,68.0,11.0,18715.0,18.342719202482655,18.90827663664486,9.83708062033853
Step Up 2 the Streets,2008-02-14,2008,2,Q1,2005+,Drama,Contemporary Fiction,PG-13,Original Screenplay,Walt Disney Pictures,Walt Disney Pictures,17500000.0,58017783.0,150017783.0,8.572444742857142,1,0.6132606292415347,25.0,56.0,-31.0,20345.0,16.67771143889374,18.826264398366973,9.92059046043579
"Definitely, Maybe",2008-02-14,2008,2,Q1,2005+,Romantic Comedy,Contemporary Fiction,PG-13,Original Screenplay,Universal,Universal,7000000.0,32241649.0,55534224.0,7.933460571428571,1,0.4194273966986556,71.0,,,,15.761420707019587,17.832510037315657,
Jumper,2008-02-14,2008,2,Q1,2005+,Adventure,Science Fiction,PG-13,Based on Book/Short Story,20th Century Fox,20th Century Fox,82500000.0,80172128.0,222117068.0,2.692328096969697,1,0.6390546268150812,17.0,59.0,-42.0,69161.0,18.22830885130491,19.218715134178527,11.144192398917678
Diary of the Dead,2008-02-15,2008,2,Q1,2005+,Horror,Fantasy,R,Original Screenplay,Weinstein Co.,Weinstein Co.,2750000.0,952620.0,4726656.0,1.718784,1,0.7984579372816638,,60.0,,20792.0,14.827111469642754,15.368728533698023,9.942323576321327
Dolphins and Whales Tribes of the Ocean 3D,2008-02-15,2008,2,Q1,2005+,Documentary,Factual,Not Rated,Based on Real Life Events,3D Entertainment,Other,6000000.0,7714996.0,17252287.0,2.8753811666666667,1,0.5528131429763485,,,,,15.60727002719233,16.663455272363876,
